date,title,newspaper
2020-09-21,Pro-corporate agenda  will be defeated: Unions,tribune-punjab
2020-09-21,‘Will resign if MSP is discontinued’,hindu
2020-09-21,Capt Amarinder Singh : Will move court against draconian laws,tribune-punjab
2020-09-21,Key crops selling below MSP a worry for farmers,tribune-punjab
2020-09-21,"Angry farmers burn copies of Bills, to fight on",tribune-punjab
2020-09-21,"28,000 arhtiyas pledge support to protesters",tribune-punjab
2020-09-21,Cotton purchase starts across Malwa mandis,tribune-punjab
2020-09-21,Malwa arhtiyas to boycott BJP,tribune-punjab
2020-09-21,Turning the tide a tough task: 200  lakh tonnes of paddy stubble produced in Punjab annually,tribune-punjab
2020-09-21,12 parties give no-trust notice,hindu
2020-09-21,Punjab Cong holds protests across state against farm Bills,tribune-punjab
2020-09-21,‘Will resign if MSP is discontinued’,hindu
2020-09-21,‘Will resign from Khattar govt if MSP discontinued’,hindustantimes
2020-09-21,"Modi tweets in Punjabi, says agri legislations in farmers’ interest",hindustantimes
2020-09-21,"In fight against Centre’s agriculture ordinances, youth dominates farmer protests in Punjab",hindustantimes
2020-09-21,"Northeast Delhi double murder case solved, three held",hindustantimes
2020-09-21,"‘Step towards making India’s villages self-reliant’: PM Modi inaugurates highway projects, fibre scheme in Bihar",hindustantimes
2020-09-21,Kangana accuses Uddhav Thackeray govt of focussing on her instead of governing,hindustantimes
2020-09-21,Farmers’ highway siege hassles commuters in Haryana,hindustantimes
2020-09-21,"Commission agents’ strike enters fourth day, farmers unable to sell produce",hindustantimes
2020-09-21,HP Police traces 414 missing people in month-long drive,hindustantimes
2020-09-21,Congress holds protest against farm bills in Ambala,hindustantimes
2020-09-21,Delhi Police tweets prohibiting protests lead to confusion about weddings and funerals,hindustantimes
2020-09-21,Ludhiana DC reviews paddy procurement arrangements,hindustantimes
2020-09-21,Cong leaders protest against farm bills outside Panchkula DC’s office,hindustantimes
2020-09-21,Agri-reforms will empower farmers. The Opposition is wrong | Opinion,hindustantimes
2020-09-21,Haryana Congress holds statewide protest against farm bills,hindustantimes
2020-09-21,"MSP, govt. procurement will continue, says PM",hindu
2020-09-21,Modi government’s bills on farm sector: Maharashtra Vikas Aghadi parties yet to decide its stand; Left outfits to protest against Centre’s move,hindustantimes
2020-09-21,Don’t know why Harsimrat resigned from Union Cabinet: Ravi Shankar Prasad,tribune-punjab
2020-09-21,Kerala mulls moving SC against farm Bills,hindu
2020-09-21,‘Will resign as deputy CM if MSP is discontinued’,hindu
2020-09-21,‘Criticism should not be misconstrued as opposition’,hindu
2020-09-21,Farmers demand withdrawal of farm Bills,hindu
2020-09-21,"Agriculture Bills are anti-farmer, will benefit MNCs, says Maniarasan",hindu
2020-09-21,Rakthashali proves to be the surprise packet,hindu
2020-09-21,Rajya Sabha clears 2 farm Bills amid bedlam,tribune-nation
2020-09-21,BJP flays KCR’s take on new farm Bill,hindu
2020-09-21,It’s a no green signal from the farm world,hindu
2020-09-21,Farmers’ protests continue in Punjab and Haryana,hindu
2020-09-21,"Don’t sign the Bills, Badal urges President",hindu
2020-09-21,"Gurjeet Singh Aujla meets Rajnath Singh, seeks NOCs for stalled projects",tribune-punjab
2020-09-21,"SAD leaders meet President, urge to withhold assent to farm Bills",tribune-punjab
2020-09-21,"Farm legislation: Dissatisfaction of farmers can endanger peace and internal security, warns Ashwani Kumar",tribune-punjab
2020-09-21,Modernising the system,hindu
2020-09-21,"Ludhiana: Farmers up the ante, burn effigies, copies of farm bills",hindustantimes
2020-09-21,"8 MPs suspended, RS chairman rejects no-trust motion",telegraph
2020-09-21,"Madhya Pradesh HC asks state functionaries, parties to abide by Covid-19 protocol",hindustantimes
2020-09-21,"Off the record: September 21, 2020",deccanherald
2020-09-21,"Ansari’s wife, their two sons and nine others booked for fraudulent land deals: Officials",deccanherald
2020-09-21,Punjab Cong holds protests across state against Farm Bills,deccanherald
2020-09-21,Stormy Sunday in House as 2 farm bills go through,hindustantimes
2020-09-21,One in five bills sent to panels during NDA’s 2nd term: Data,hindustantimes
2020-09-21,No-trust motion moved against RS dy chairman,hindustantimes
2020-09-21,"Aggressive, violent acts tarnish House: Rajnath",hindustantimes
2020-09-21,New laws spark protest by angry farmers in Punjab and Haryana,hindustantimes
2020-09-21,Parliament monsoon session: What to expect today,hindustantimes
2020-09-21,"Delhi Police cites DDMA's order, says demonstrations not allowed till September 30 due to Covid-19 pandemic",deccanherald
2020-09-21,8 Rajya Sabha MPs suspended over chaos on 2 farm bills: 10 points,hindustantimes
2020-09-21,Rajya Sabha: 8 Opposition MPs suspended for a week after protests over farm bills,hindustantimes
2020-09-21,Covid-19: Farmers ready for tests but health staff wary,timesofindia
2020-09-21,‘Autocratic mindset’: Mamata Banerjee fumes at suspension of 8 MPs,hindustantimes
2020-09-21,‘Will fight in Parliament and on streets’: Mamata Banerjee on suspension of 8 Rajya Sabha MPs,hindustantimes
2020-09-21,"Karnataka legislature session begins, farmers on protest march in Bengaluru",hindustantimes
2020-09-21,Endless arrogance of BJP govt has brought economic disaster: Rahul Gandhi,hindustantimes
2020-09-21,"Farm bills will empower farmers, says PM Modi amid opposition protests",hindustantimes
2020-09-21,"Congress MP says 12 parties have sought time to meet president over passage of farm bills, request him to not give his assent",hindustantimes
2020-09-21,"‘Never before’: Minister slams behaviour of 8 suspended Rajya Sabha MPs, they stage protest",hindustantimes
2020-09-21,Farm bills: PM Modi says farmers to get better prices because of reforms,hindustantimes
2020-09-21,"DMK, allies demand withdrawal of Farm Bills, to stage protests across Tamil Nadu on September 28",deccanherald
2020-09-21,"Suspension of Opposition MPs in Rajya Sabha an attack on democracy, says Pinarayi Vijayan",deccanherald
2020-09-21,"Karnataka farmers demand dropping anti-farmer amendments, to launch overnight protest in Bengaluru",deccanherald
2020-09-21,"Farmers oppose ordinances, take out massive rally",deccanherald
2020-09-21,"Opposition behaviour shameful, say Rajnath, 5 other senior mantris",timesofindia
2020-09-21,Farm bills Modi govt’s ‘death warrant’ for farmers: Rahul Gandhi,timesofindia
2020-09-21,"Veggie prices continue to soar, to ebb after October 15",timesofindia
2020-09-21,"UP CM Yogi Adityanath hails agriculture bills, says farm sector set for turnaround",timesofindia
2020-09-21,Bills proof of PM’s commitment: Amit Shah,timesofindia
2020-09-21,"Farmer bodies burn effigies of PM, copies of agri Bills in protest",timesofindia
2020-09-21,Unemployment in Bihar to be a major poll issue: Tejashwi Prasad Yadav,timesofindia
2020-09-21,"After heavy rain, lockdown, farmers brace for harvest season",timesofindia
2020-09-21,"Opposition breaks mic, heckles Rajya Sabha deputy chairman",timesofindia
2020-09-21,"MSP to be higher, come early as govt allays fears",timesofindia
2020-09-21,"Himachal Pradesh Jal Shakti Minister Mahender Singh Thakur recovers from Covid-19, rejoins office",deccanherald
2020-09-21,Farm bills a direct assault on Constitution: K Keshava Rao,timesofindia
2020-09-21,Telangana farmers may not benefit from farm bills: Experts,timesofindia
2020-09-21,Congress to meet parties today to chalk out plan,timesofindia
2020-09-21,Apologise for backing agri bills: Opposition to CM Edappadi K Palaniswami,timesofindia
2020-09-21,Don’t act like mindless Oppn on farm bill: BJP to Congress,timesofindia
2020-09-21,30 vehicle scrapping units sealed,timesofindia
2020-09-21,"AIADMK MP criticizes Centre over hurry, but votes to pass bills in RS",timesofindia
2020-09-21,"UP to bring policy for FPOs, provide working capital: CM",timesofindia
2020-09-21,Mandi alternatives: How agri-tech startups beat lockdown blues,timesofindia
2020-09-21,"With U-turn on bills, BJD surprises many",timesofindia
2020-09-21,"Rajya Sabha clears two farm bills, opposition moves no-trust motion against deputy chair",timesofindia
2020-09-21,Don’t oppose farm bills: Bandi Sanjay Kumar to Telangana CM,timesofindia
2020-09-21,"Now, farmers will be back to serfdom, at the mercy of big corporates: Manish Tewari",deccanherald
2020-09-21,BJP plans mega exercise to reach out to farmers to clear misgivings about Farm Bills,deccanherald
2020-09-21,New bills will push farm sector into private hands: Aam Aadmi Party,deccanherald
2020-09-21,"‘Anti-farmer’: SAD team meets President Kovind, requests him not to sign farm bills passed by Parliament",hindustantimes
2020-09-21,‘Shameful day in Parliament history’: Ravi Shankar Prasad slams Opposition leaders for creating ruckus over farm bills,hindustantimes
2020-09-21,"All-India protest against farm bills from September 24, says Congress",hindustantimes
2020-09-21,"‘Crores of farmers will benefit’, tweets PM Modi as govt hikes MSP of wheat, five other rabi crops",hindustantimes
2020-09-21,8 suspended Rajya Sabha MPs’ protest stretches into the night,hindustantimes
2020-09-21,Noida will be biggest business hub of northern India: Yogi Adityanath,hindustantimes
2020-09-21,"News updates from Hindustan Times: Rift in top army ranks comes to light, Gen Naravane steps in and all the latest news",hindustantimes
2020-09-21,"BJP used force to push through farm bills, alleges Mamata Banerjee",hindustantimes
2020-09-21,"Haryana BJP, government assure farmers that MSP will not go",hindustantimes
2020-09-21,"Farm bills not against agriculture 'mandis' , clarifies PM",telegraph
2020-09-21,Villages under vigil,tribune-haryana
2020-09-21,Govt urged  to clear Rs75 cr dues of cane growers,tribune-haryana
2020-09-21,Deputy CM Dushyant Singh Chautala: Will quit if MSP under threat,tribune-haryana
2020-09-21,"Farmers block 10 roads in Karnal, JJP MLAs join them",tribune-haryana
2020-09-21,Punjab leaders stopped from entering Haryana,tribune-haryana
2020-09-21,Cong misleading farmers for vested interests: Dalal,tribune-haryana
2020-09-21,Centre must roll back farm Bills: Chaduni,tribune-haryana
2020-09-21,Opposition parties move no-confidence motion against Rajya Sabha deputy chairman,telegraph
2020-09-21,"Voice nails farm bills, democracy speechless",telegraph
2020-09-21,Watershed moment for the history of Indian agriculture: Defiant Modi on farm bills,telegraph
2020-09-21,Farmer death warrant: Congress on bills,telegraph
2020-09-21,"Youth Congress protests farm bills in Jammu, threatens mass agitation in J-K",hindustantimes
2020-09-21,Head of community medicine at Ner Chowk medical college dies of corona,timesofindia
2020-09-21,"News updates from Hindustan Times: India, Maldives launch cargo ferry service connecting Tuticorin and Cochin with Male and all the latest news",hindustantimes
2020-09-21,"Parliament being run at the behest of PMO, alleges Adhir Chowdhury",hindustantimes
2020-09-21,"Nitish Kumar hails passage of Farm Bills, criticises opposition",deccanherald
2020-09-21,Rajya Sabha Deputy Chairman Harvinash nearly assaulted by opposition members: Govt,deccanherald
2020-09-21,Voting on Farm Bills would have made things easier for government,deccanherald
2020-09-21,Opposition parties hold protest on Parliament premises against suspension of 8 MPs,deccanherald
2020-09-21,Nitish Kumar condemns heckling of Rajya Sabha Deputy Chairman,deccanherald
2020-09-21,Rajya Sabha adjourned for the day amid uproar over suspension of members,deccanherald
2020-09-21,Muting of democratic India continues: Rahul Gandhi on Rajya Sabha MPs' suspension,deccanherald
2020-09-21,RS Chairman M Venkaiah Naidu rejects notice for no-confidence motion against Harivansh,deccanherald
2020-09-21,DH Toon | Farm bills to rob government's vote bank?,deccanherald
2020-09-21,Disruptions in Parliament: A case of dissent or rebellion?,deccanherald
2020-09-21,"From The Newsroom: Eight opposition MPs in Rajya Sabha suspended, PM Modi defends Farm Bills",deccanherald
2020-09-21,10 central trade unions to support nationwide farmers protest on Friday,deccanherald
2020-09-21,"Many states, UTs not providing details of farmer suicides: G Kishan Reddy tells Rajya Sabha",deccanherald
2020-09-21,"Farm Bills need of 21st century; mandis, MSP will stay, says PM Modi",deccanherald
2020-09-21,"Massive protests over advocate’s murder in Buxar, 5th lawyer killed in Bihar in 8 months",hindustantimes
2020-09-21,"Maximum good for farmers, says PM Modi on agri bills. Ally Nitish Kumar agrees",hindustantimes
2020-09-21,‘Some people losing control’: PM Modi takes swipe at Opposition on farm bills,hindustantimes
2020-09-21,‘The farm bills are just creating procedural clearances’,hindustantimes
2020-09-21,Gujarat: Superstition drives demand for sand boas,timesofindia
2020-09-22,Cabinet hikes MSPs for rabi crops amid farm stir,hindustantimes
2020-09-22,Karnataka assembly session to be cut short as Covid-19 cases continue to surge,hindustantimes
2020-09-22,Had decisive majority in RS: Ravi Shankar Prasad,hindustantimes
2020-09-22,Oppn MPs hold first-ever night protests near House,hindustantimes
2020-09-22,More chaos in House as 8 MPs suspended,hindustantimes
2020-09-22,"14 yrs on, APMC abolishment yields mixed results in Bihar",hindustantimes
2020-09-22,Haryana to sell farm produce at 1 per cent in market: Dushyant Chautala,hindustantimes
2020-09-22,"‘Half-hearted’: Despite BJD’s opposition to twin farm bills, Odisha farmer leaders aren’t impressed",hindustantimes
2020-09-22,"‘They love us’: Sharad Pawar, on day-long fast, takes jibe at Centre over tax notice",hindustantimes
